x1,y1,theta_1,x2,y2,theta_2
1.0,0.0,3.141592653589793,3.0,0.0,0
0.9998023297700656,0.019882187665070168,0.0,2.999406989310197,0.05964656299521051,1.1392405063291138
0.9992093972273018,0.03975651509692564,0.0,2.9976281916819056,0.11926954529077691,2.2784810126582284
0.998221436781933,0.059615125169819885,0.0,2.994664310345799,0.17884537550945967,3.4177215189873418
0.9968388390146958,0.07945016697171439,0.0,2.9905165170440875,0.23835050091514315,4.556962025316457
0.9950621505224274,0.09925379890806159,0.0,2.9851864515672824,0.2977613967241848,5.696202531645569
0.9928920737019734,0.11901819180190479,0.0,2.9786762211059203,0.3570545754057144,6.835443037974684
0.9903294664725019,0.13873553198906827,0.0,2.9709883994175055,0.4162065959672047,7.974683544303799
0.9873753419363334,0.158398024407215,0.0,2.962126025809,0.475194073221645,9.113924050632914
0.9840308679784207,0.1779978956775502,0.0,2.952092603935262,0.5339936870326507,10.253164556962023
0.9802973668046362,0.19752739717795267,0.0,2.9408921004139086,0.592582191533858,11.39240506329114
0.9761763144190508,0.21697880810631803,0.0,2.9285289432571524,0.6509364243189542,12.531645569620252
0.9716693400404101,0.2363444385329049,0.0,2.9150080201212303,0.7090333155987147,13.670886075949369
0.9667782254580372,0.2556166324404747,0.0,2.9003346763741114,0.7668498973214242,14.810126582278484
0.9615049043274204,0.2747877707510253,0.0,2.884514712982261,0.8243633122530758,15.949367088607591
0.9558514614057608,0.2938502743379209,0.0,2.8675543842172826,0.8815508230137626,17.088607594936708
0.9498201317277827,0.31279660702222717,0.0,2.849460395183348,0.9383898210666815,18.227848101265824
0.9434132997221345,0.3316192785520678,0.0,2.8302398991664033,0.9948578356562034,19.36708860759494
0.9366334982687279,0.35031084756382425,0.0,2.8099004948061834,1.0509325426914728,20.50632911392405
0.929483407697387,0.36886392452400796,0.0,2.788450223092161,1.1065917735720237,21.64556962025317
0.9219658547282067,0.38727117465064104,0.0,2.76589756418462,1.1618135239519232,22.78481012658228
0.9140838113540346,0.4055253208129939,0.0,2.742251434062104,1.2165759624389818,23.924050632911396
0.9058403936655232,0.4236191464085281,0.0,2.7175211809965694,1.2708574392255843,25.06329113924051
0.8972388606192122,0.4415454982159119,0.0,2.6917165818576367,1.3246364946477356,26.202531645569625
0.8882826127491319,0.4592972892229779,0.0,2.664847838247396,1.3778918676689338,27.341772151898734
0.8789751908224337,0.4768675014285061,0.0,2.636925572467301,1.4306025042855182,28.48101265822785
0.8693202744395826,0.49424918861672285,0.0,2.6079608233187477,1.4827475658501688,29.62025316455696
0.8593216805796611,0.5114354791034222,0.0,2.577965041738983,1.5343064373102666,30.75949367088608
0.8489833620913639,0.5284195784526193,0.0,2.5469500862740917,1.5852587353578582,31.898734177215182
0.8383094061302765,0.5451947721626678,0.0,2.5149282183908293,1.635584316488003,33.03797468354431
0.8273040325430573,0.5617544283207707,0.0,2.4819120976291718,1.6852632849623124,34.177215189873415
0.8159715921991609,0.5780920002248484,0.0,2.4479147765974827,1.7342760006745452,35.31645569620254
0.8043165652707647,0.5942010289717106,0.0,2.4129496958122942,1.7826030869151317,36.455696202531655
0.7923435594615743,0.6100751460105244,0.0,2.377030678384723,1.8302254380315732,37.59493670886076
0.7800573081852121,0.62570807566056,0.0,2.3401719245556363,1.87712422698168,38.73417721518988
0.767462668693908,0.6410936375922202,0.0,2.302388006081724,1.9232809127766606,39.87341772151899
0.7545646201582301,0.6562257492703757,0.0,2.2636938604746906,1.9686772478111272,41.01265822784811
0.7413682616986182,0.6710984283590367,0.0,2.2241047850958546,2.01329528507711,42.15189873417721
0.7278788103694941,0.6857057950864132,0.0,2.183636431108482,2.0571173852592395,43.29113924050633
0.7141015990967496,0.7000420745694254,0.0,2.142304797290249,2.1001262237082763,44.43037974683545
0.7000420745694255,0.7141015990967496,0.0,2.1001262237082763,2.142304797290249,45.56962025316455
0.6857057950864132,0.7278788103694941,0.0,2.0571173852592395,2.183636431108482,46.70886075949367
